userId,username,totalPoints
1646397,"Crystal",98.548083
7613309,"matcha",97.277859
11684952,"VineOpoly",96.256208
12145220,"Nekkid",96.139238
13467691,"Naiwo",96.001651
11021073,"baoo",95.793462
2848604,"toybot",95.405526
30947671,"ecca",94.632164
6133101,"Arakii",94.509628
3517706,"[ Zane ]",94.137099
14139392,"Bazingasdead",94.127130
3995630,"Rampax",94.054774
9049630,"Lefy",93.602614
14848176,"Yellow cat",92.839760
10188022,"-Hirata",92.373070
7342622,"Freddie Benson",92.369446
20272827,"Erick71208",92.184160
22274174,"CUPSIZEFAN",91.918494
10902307,"UselessJohn",91.885455
9783155,"NieTheDie",91.374005
11042418,"lystia",91.300745
15818398,"Yoo Da Hee",90.916732
11930908,"AdrianLabubu67",90.764946
16616677,"CyberOni",90.448633
3036545,"975250450",90.385789
8766780,"Hera_",89.836389
12904237,"stupid dog",89.120160
8198848,"Sawada",88.626473
13323630,"Losorto",88.332471
16620877,"Zever",88.079062
25643883,"dsa",87.975241
13539892,"meramin",87.304492
2395405,"MAREK MARUCHA",87.127850
17099895,"humane_007",86.509207
8698024,"defii",86.220072
18275201,"xside365",85.930540
17917574,"eddy",85.870115
12147277,"-Kedama",85.441194
12211248,"Hanayume",85.300771
9888266,"HikkaSka",85.220436
13353696,"tortelliniii",85.121644
7787629,"rafal",84.728965
18047920,"Froinks",84.420500
9303599,"MrNobady",84.053921
12855946,"Nagisa Okazaki",84.036734
8573172,"Lightedd",83.921570
7611178,"coughing baby",83.465527
4112304,"FINGERLOCK",83.397530
6591496,"SadnessWillSear",83.355899
6215032,"Aoi Kiseki",82.475877
4389490,"Alice Carroll",82.391396
11507406,"DecoysIsBored",81.584521
7178423,"Teacchyyy",81.437964
10345787,"obkatiekat",81.146041
11750028,"Thuya",80.876291
11320627,"MejiroMcQueen",80.340728
11479551,"[Q]",79.109382
13212181,"Zanzabar",79.012327
6752116,"Arraxey",78.239856
9737185,"ch0co",78.239856
18217876,"ESCRUPULILLO",77.803328
12270069,"CpxG",77.712918
3048222,"Wakson",77.468744
13056953,"Toy0Ta",77.164652
14661718,"Stinkster",76.221614
5447609,"Demonical",76.117338
6584831,"-Solar-",76.078492
9642774,"milktea0019",75.834951
16270893,"kyojaku",75.601629
10807597,"-Ke15",75.580476
1023489,"respektive",75.456683
22080319,"trigon",75.071228
17851835,"bern1sh",74.863699
9694263,"Skrowell",74.806496
20315228,"elituqinn",74.773082
9585479,"FlojoCosmico",74.559200
10963480,"N I K I T A",74.559200
12169267,"315",74.269701
7422021,"Lane",73.942278
12258658,"nujabes",73.840905
3163649,"GfMRT",73.774363
15429006,"palr",73.672508
17202789,"YMD",73.482152
6916642,"Maiaz",73.478704
4687701,"Dropinx",73.457987
12226691,"Wxlther",72.939718
11375251,"Amasetic",72.779664
3328742,"Trail Mix",72.667572
11113490,"Legend_OZ",72.445309
18003450,"slapshot",72.232611
6499896,"Winkero",71.040170
14945721,"Raidd",70.744668
13407873,"Ex Merami",70.421217
15802126,"Nederland",70.421217
24270105,"-lion",70.370522
11072084,"Atsacity",70.310208
16082512,"nyachik",70.216607
15525103,"cr4shz1",70.192877
14579151,"Turles",70.192877
4750008,"Skydiver",70.040455
5783315,"Carbone",69.064372
5717619,"stubbie",67.999740
1501956,"Fuma",67.918247
16036374,"MR JEFFERY",66.992646
13253069,"BobrowyDealer",66.291787
18922516,"viciobylike",66.265564
10359103,"Leasurex",66.232919
13623476,"koyo",65.725626
14252070,"sybau technique",65.668532
2768421,"BlancPur",65.639258
1389663,"talala",65.590096
11584669,"marzey",65.336959
12352050,"aurora on osu",65.167002
4916057,"Stoof",65.003561
7341081,"Tikkanen",64.998404
8655960,"VizerX",64.582058
4383303,"Kokuban",64.510822
12632210,"OceanMan28",64.505092
6735738,"A L E P H",64.397307
16205029,"_EpicEnder",64.165704
5455713,"SrChispa",64.147576
16952010,"raffytaffy",63.932871
6725771,"ferret irl",63.741689
11472811,"Uchirrod",63.514014
10665363,"JGLF",63.383807
19485895,"unhappykuro",63.377678
4248481,"Meniwa",62.954143
9698177,"mouse nm player",62.769025
11580377,"aidinth",62.685828
13872272,"Sobu",62.660676
8441074,"Lunacy_",62.637308
1334384,"T A K A O",62.491614
4361729,"Wario",62.055176
2533400,"Cerkie",61.585418
12068522,"MumeiLover",61.280119
19605558,"fancy bro dude",61.255315
9723127,"ChaiPhukChep",61.091028
5286213,"Deppyforce",60.914962
11415687,"Kurumiw",60.820019
11940767,"Carlosflow",60.542370
11172360,"she gon pay me",60.449031
20092579,"MoJIHu9I_MaKcuM",60.427346
5963637,"Jazzercize",60.377739
718454,"ThePooN",60.281407
13216227,"aza_",59.987520
9402526,"Ghossert",59.910658
22396092,"Jerma985",59.777508
9106690,"-Petar",59.494881
12204079,"Blah",59.360326
11376152,"HandsomeMe",59.324238
12031584,"juujep",59.280179
12083446,"cihp",58.994785
26653673,"BananaGamer1235",58.946736
9803745,"rumii",58.859616
21706207,"gionuaS",58.833553
32029785,"Don t forget me",58.790004
13175328,"Bertilly",58.133651
10486062,"Sunwraith",57.919459
2537924,"DazzLE_Wind",57.733504
14592820,"Daf0nz",56.825044
19526828,"Icarussy",56.406183
16094871,"hvke",56.212966
11959709,"CallMeRed",56.006338
13204938,"Lolu",55.482528
12315498,"DataUser",55.268265
14438574,"Ravexi",55.163567
11317547,"Luccachu",55.163567
3353661,"Garch",55.068182
9923423,"RageMuffin",55.006082
2317789,"Diaostrophism",54.896763
6951444,"Fjell",54.640003
16849454,"Lyeli",54.473275
19882119,"BloxyYogurt",54.225061
4321876,"KoaLeahq",54.015716
10937890,"yukinasimp",53.990789
2572468,"Nongsa",53.943058
22536015,"shwq",53.913278
11405263,"Fametime",53.702333
9088637,"fireblaze3028",52.975607
4133758,"Nameless Player",52.870038
10424717,"ka1rskiy",52.754772
14024115,"zivxare",52.429797
11547643,"pawb",52.411166
24387999,"-Mahiro",52.382393
2590257,"wudci",52.375312
11673059,"DonnieGG",52.122886
15095811,"origin_",52.088066
9920144,"Kryterion",51.738545
10702366,"Vagabond",51.708325
6387149,"kusuriya",51.219213
8082362,"TrickyPugster",51.162576
15537476,"k4rnu1",50.900869
15843402,"blobnom",50.787062
14165027,"lonq noir",50.700678
14783866,"Forsit",50.682404
2323131,"fedoragoose",50.513565
5392289,"kent",50.498265
7096642,"WiggleCalt",50.272309
2984074,"ming0328ming",50.252392
5175726,"Calideon",50.054473
14287201,"Purpol",49.763437
9246648,"AmaoTchoupi",49.434653
5403374,"dasdwqdf",49.415011
10398348,"-Puyu",49.271783
8672069,"frieden",49.156491
16691293,"Rushio",49.119642
16051221,"Dripster1",49.057643
4991273,"Chheng",49.038919
11806306,"Zyntex",48.932458
19309181,"Indicolite",48.633052
2155578,"Azer",48.417785
20034541,"Plosmo",48.306696
15831826,"SmoothyCloud",48.186874
7440783,"Aerora",47.961015
12696690,"YuuSakku",47.950602
16940378,"Jitterish",47.911875
10083084,"Librarian",47.787240
6295380,"iamVill",47.764053
12352926,"Demegozi",47.449485
7587734,"Failing",47.426467
10806437,"FlipRopiik",46.951695
7728757,"-ZooM-",46.929723
11749789,"samuele",46.854477
11048151,"apisedo",46.788171
10145045,"Juh",46.673578
23640655,"spiky",46.667420
6194820,"laroxPL NoForm",46.667263
23139001,"penguinplay",46.661678
14633196,"r_kt",46.306237
